age,semester,favorite_subject,programming_skill,career_interest,skills_text,target_career,career_demand,technical_score,communication_score,problem_solving_score,creativity_score,leadership_score
27,Postgraduate,Mathematics,None,Financial Analyst,"Financial Statement Analysis, Forecasting, Communication, Excel, Adaptability, Python for Finance, PowerBI",Financial Analyst,Trending,80,78,95,60,70
19,Diploma,Biology,Beginner,Psychologist,"Mental Health Assessment, Active Listening, Empathy, Ethics",Psychologist,High Demand,74,94,90,77,80
17,10th,Engineering,Intermediate,Cybersecurity Analyst,"Incident Response, Penetration Testing, Ethical Hacking",Cybersecurity Analyst,High Demand,86,65,82,65,61
17,12th,Data Science,Intermediate,AI Engineer,"Neural Networks, Python, Critical Thinking, Communication, Calculus, PyTorch",AI Engineer,High Demand,95,66,87,74,65
24,Postgraduate,Engineering,Advanced,Robotics Engineer,"Python, Computer Vision, ROS, Communication, Time Management, Mechatronics, C++, Control Systems",Robotics Engineer,High Demand,94,65,91,84,64
23,7th Semester,Business Studies,Beginner,Product Manager,"Adaptability, Agile, User Research, Market Strategy",Product Manager,Trending,76,82,86,84,95
27,7th Semester,Chemistry,Beginner,Research Scientist,"Critical Analysis, Statistics, Scientific Research, Laboratory Techniques",Research Scientist,Stable,98,75,95,83,73
18,1st Semester,Chemistry,Beginner,Mechanical Engineer,"Hypothesis Testing, Python, Academic Writing, Communication, Time Management, Laboratory Techniques, Data Analysis, Critical Analysis",Research Scientist,Stable,86,69,90,71,75
18,1st Semester,Mathematics,Intermediate,Financial Analyst,"Financial Statement Analysis, Ratio Analysis, Forecasting, Communication, Excel, Market Research, Teamwork",Financial Analyst,Trending,93,74,93,62,67
28,8th Semester,Law,Beginner,Lawyer,"Critical Thinking, Contract Drafting, Constitutional Law, Legal Research, Teamwork, Courtroom Advocacy, Argumentation",Lawyer,Stable,80,99,85,73,90
27,Postgraduate,Mathematics,Beginner,Mechanical Engineer,"AutoCAD, Material Science, Robotics, Problem Solving, SolidWorks",Mechanical Engineer,Stable,87,67,83,66,72
21,5th Semester,Mathematics,Advanced,Astrophysicist,"Python, Cosmology, Astronomical Observation, Calculus, Problem Solving, Numerical Simulation, Data Modeling",Astrophysicist,Emerging,99,73,92,71,63
28,Graduate,Hospitality,None,Chef,"Creativity, Time Management, Food Safety, Kitchen Leadership",Chef,Trending,78,71,83,97,81
19,2nd Semester,Biology,Advanced,Professor,"Critical Thinking, Pharmacology, Emergency Response, Anatomy, Clinical Diagnosis, Empathy",Doctor,High Demand,93,86,92,69,82
21,3rd Semester,Engineering,Beginner,Biomedical Engineer,"Materials Science, Python, CAD Design, Biomechanics",Biomedical Engineer,Trending,89,68,84,74,58
25,8th Semester,Biology,Beginner,Psychologist,"Counseling, Active Listening, Cognitive Behavioral Therapy, Ethics",Psychologist,High Demand,68,93,86,71,81
28,Graduate,Education,Intermediate,Journalist,"Storytelling, News Writing, Fact Checking, Media Ethics, Interviewing",Journalist,Stable,78,88,82,88,68
22,6th Semester,Mathematics,None,Investment Banker,"AutoCAD, Communication, Site Inspection, Project Planning, Surveying, Geotechnical Engineering, Structural Analysis",Civil Engineer,Stable,82,71,92,66,77
20,5th Semester,Medical Science,Beginner,Dentist,"Hygiene Standards, Critical Thinking, Time Management, Manual Dexterity, Patient Communication, Empathy",Dentist,Stable,87,86,85,66,79
24,7th Semester,Computer Science,Advanced,Data Scientist,"Python, Pandas, Statistics",Data Scientist,High Demand,98,76,96,68,66
21,8th Semester,Engineering,Intermediate,DevOps Engineer,"Python, Critical Thinking, Cloud Security, Linux Bash, Creativity, Kubernetes",DevOps Engineer,High Demand,85,71,89,62,61
23,Graduate,Physics,None,Professor,"Research Methodology, Academic Lecturing, Mentorship, Scientific Publication, Pedagogy, Curriculum Development",Professor,Stable,80,91,89,70,74
27,7th Semester,Engineering,Beginner,Software Developer,"Git, Debugging, Java",Software Developer,High Demand,77,70,90,72,49
23,7th Semester,Physics,None,Teacher,"Lesson Planning, Communication, Patience, Child Psychology, Classroom Management, Empathy",Teacher,Stable,64,93,81,85,83
19,5th Semester,Engineering,Intermediate,Cybersecurity Analyst,"Penetration Testing, Time Management, Firewalls, Network Security, Ethical Hacking, Wireshark, Cryptography",Cybersecurity Analyst,High Demand,93,63,84,62,63
18,1st Semester,Biology,Beginner,Biomedical Engineer,"Python, Medical Devices, CAD Design, Biology, Biomechanics, Creativity",Biomedical Engineer,Trending,90,67,92,81,64
17,12th,Business Studies,Beginner,Product Designer,"Prototyping, Iterative Design, Customer Research, Product Strategy, Industrial Design, Figma",Product Designer,High Demand,83,80,81,99,80
23,8th Semester,Business Studies,None,Entrepreneur,"Leadership, Risk Management, Sales & Marketing, Growth Strategy, Pitching & Fundraising, Resilience",Entrepreneur,Emerging,70,94,82,89,99
28,7th Semester,Education,None,Professor,"Research Methodology, Academic Lecturing, Scientific Publication, Pedagogy, Curriculum Development",Professor,Stable,77,98,94,74,85
21,6th Semester,Commerce,Intermediate,Entrepreneur,"Leadership, Pitching & Fundraising, Risk Management",Entrepreneur,Emerging,81,93,83,95,83
20,5th Semester,Physics,Beginner,Pilot,"Emergency Procedures, Radio Communication, Flight Navigation",Pilot,Trending,90,80,99,55,90
19,5th Semester,Engineering,Intermediate,Professor,"Git, Communication, JavaScript, Time Management, MongoDB, REST APIs, HTML/CSS, Node.js",Full-Stack Developer,High Demand,90,67,89,72,57
25,7th Semester,Computer Science,Advanced,Mobile App Developer,"React Native, Mobile Architecture, Problem Solving, UI/UX, Swift",Mobile App Developer,Trending,96,68,76,75,75
23,Graduate,Computer Science,Expert,DevOps Engineer,"Creativity, Cloud Security, Jenkins, Time Management, Infrastructure as Code",DevOps Engineer,High Demand,99,62,86,60,66
25,Postgraduate,Medical Science,Intermediate,Pharmacist,"Organic Chemistry, Patient Counseling, Quality Control",Pharmacist,Stable,85,75,75,66,57
24,Graduate,Animation,Intermediate,Animator,"Storyboarding, Motion Graphics, Blender, Character Animation",Animator,Emerging,78,64,76,96,62
20,Diploma,Medical Science,Intermediate,Doctor,"Critical Thinking, Medical Ethics, Physiology, Emergency Response, Patient Care",Doctor,High Demand,96,82,88,61,72
19,6th Semester,Computer Science,Intermediate,Biomedical Engineer,"JavaScript, MongoDB, Git, SQL",Full-Stack Developer,High Demand,93,69,85,74,61
18,12th,Chemistry,Beginner,Research Scientist,"Hypothesis Testing, Python, Academic Writing, Laboratory Techniques, Statistics, Problem Solving",Research Scientist,Stable,91,70,92,80,63
26,8th Semester,Biology,None,Psychologist,"Active Listening, Mental Health Assessment, Research Methods, Counseling, Empathy",Psychologist,High Demand,68,87,87,75,81
26,Graduate,Physics,Beginner,Cloud Engineer,"Signal Processing, Circuit Design, Adaptability, PCB Design, Creativity, Embedded Systems, Microcontrollers, Power Systems",Electrical Engineer,High Demand,94,67,91,72,71
18,10th,Physics,None,AI Engineer,"AutoCAD, Project Planning, Construction Management, Geotechnical Engineering, Structural Analysis",Civil Engineer,Stable,71,64,88,61,76
18,1st Semester,Engineering,Intermediate,Product Designer,"User Empathy, Iterative Design, Critical Thinking, Customer Research, Problem Solving, Industrial Design, Figma",Product Designer,High Demand,83,86,83,89,73
22,4th Semester,Physics,None,Pilot,"Time Management, Adaptability, Meteorology, Emergency Procedures, Radio Communication, Flight Navigation",Pilot,Trending,77,81,83,56,97
19,2nd Semester,Economics,Beginner,Cloud Engineer,"Tableau, Agile/Scrum, Adaptability, Creativity, Requirements Gathering",Business Analyst,High Demand,86,82,85,76,83
18,1st Semester,Engineering,None,Product Designer,"Product Strategy, User Empathy, Industrial Design, Critical Thinking",Product Designer,High Demand,74,80,85,82,76
17,12th,Business Studies,Intermediate,Business Analyst,"Tableau, Stakeholder Management, Agile/Scrum",Business Analyst,High Demand,90,84,84,68,91
18,10th,Biology,None,Chef,"Patient Counseling, Attention to Detail, Dosage Calculation, Pharmacology, Organic Chemistry, Quality Control",Pharmacist,Stable,77,72,80,66,54
23,7th Semester,Economics,Advanced,Data Scientist,"Python, Pandas, Critical Thinking, Teamwork, Machine Learning",Data Scientist,High Demand,99,68,88,81,65
27,7th Semester,Medical Science,Beginner,Psychologist,"Hygiene Standards, Manual Dexterity, Oral Surgery, Diagnostics, Empathy",Dentist,Stable,91,87,86,76,59
18,12th,Design,Beginner,Graphic Designer,"Visual Identity, Branding, Illustrator, Teamwork, Typography, Creativity, Color Theory",Graphic Designer,Trending,68,68,58,93,71
23,Graduate,Computer Science,Expert,Data Scientist,"Tableau, Teamwork, R, Machine Learning",Data Scientist,High Demand,99,79,92,67,69
27,Postgraduate,Business Studies,None,Product Designer,"User Empathy, Critical Thinking, Industrial Design, Figma, Iterative Design, Prototyping",Product Designer,High Demand,77,79,88,89,86
26,Postgraduate,Medical Science,None,Dentist,"Hygiene Standards, Manual Dexterity, Oral Surgery, Patient Communication, Creativity, Diagnostics, Empathy",Dentist,Stable,78,82,81,67,74
18,1st Semester,Engineering,Intermediate,DevOps Engineer,"Python, Cloud Security, Jenkins, Time Management, GitLab CI, Docker, Linux Bash",DevOps Engineer,High Demand,92,61,92,62,66
28,7th Semester,Physics,Advanced,Aerospace Engineer,"Critical Thinking, MATLAB, CAD Modeling, Avionics, Structural Analysis",Aerospace Engineer,Emerging,99,75,97,72,68
27,8th Semester,Engineering,Advanced,DevOps Engineer,"Jenkins, Python, GitLab CI",DevOps Engineer,High Demand,99,70,86,63,71
24,Postgraduate,Engineering,Intermediate,Mobile App Developer,"Android Studio, Git, REST APIs, Kotlin, Mobile Architecture, Problem Solving, Swift",Mobile App Developer,Trending,97,72,87,86,58
27,Postgraduate,Law,Intermediate,Journalist,"Storytelling, Adaptability, Fact Checking, Problem Solving, Interviewing",Journalist,Stable,76,93,81,81,76
19,4th Semester,Engineering,Advanced,AI Engineer,"Python, Git, Time Management, Adaptability, Node.js",Full-Stack Developer,High Demand,96,59,92,70,63
26,7th Semester,Mathematics,Beginner,Aerospace Engineer,"Communication, Aerodynamics, Time Management, MATLAB, Avionics, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,99,69,90,80,69
24,8th Semester,Law,None,IAS Officer,"Leadership, Public Communication, Decision Making",IAS Officer,Stable,70,89,94,63,89
23,Postgraduate,Business Studies,Advanced,Digital Marketer,"Content Strategy, Social Media Marketing, SEM, Copywriting, Email Campaigns, SEO, Teamwork, Creativity",Digital Marketer,High Demand,93,83,77,76,75
26,7th Semester,Engineering,Expert,Full-Stack Developer,"Python, Git, MongoDB, REST APIs, HTML/CSS, Express",Full-Stack Developer,High Demand,99,71,82,76,50
25,Graduate,Physics,Beginner,Pilot,"Python, Hypothesis Testing, Academic Writing, Laboratory Techniques, Data Analysis, Statistics, Problem Solving",Research Scientist,Stable,88,65,98,78,80
19,7th Semester,Engineering,Intermediate,DevOps Engineer,"Python, Critical Thinking, Cloud Security, Jenkins, GitLab CI, Docker, Infrastructure as Code, Problem Solving",DevOps Engineer,High Demand,93,64,91,57,64
27,Postgraduate,Biology,Advanced,Psychologist,"Active Listening, Mental Health Assessment, Research Methods, Counseling, Cognitive Behavioral Therapy",Psychologist,High Demand,85,99,86,75,88
28,Graduate,Chemistry,Beginner,Chef,"Sensory Evaluation, Time Management, Culinary Techniques, Kitchen Leadership, Food Safety, Creativity",Chef,Trending,72,76,73,95,84
17,1st Semester,Engineering,Advanced,Cybersecurity Analyst,"Linux, Penetration Testing, Firewalls, Adaptability, Teamwork, Wireshark",Cybersecurity Analyst,High Demand,93,61,77,64,58
25,8th Semester,Hospitality,Beginner,Chef,"Sensory Evaluation, Communication, Time Management, Culinary Techniques, Adaptability, Kitchen Leadership, Food Safety, Creativity",Chef,Trending,76,64,80,97,79
21,6th Semester,Computer Science,Advanced,Cybersecurity Analyst,"Android Studio, Time Management, REST APIs, Mobile Architecture, Problem Solving, Swift",Mobile App Developer,Trending,95,64,89,76,65
23,8th Semester,Education,None,Teacher,"Student Evaluation, Empathy, Lesson Planning, Communication",Teacher,Stable,64,92,77,87,76
23,Graduate,Data Science,Intermediate,Data Scientist,"Python, Tableau, Machine Learning, Adaptability, Statistics, R, Analytical Thinking",Data Scientist,High Demand,92,62,85,72,62
26,Postgraduate,Engineering,Beginner,Software Developer,"Object-Oriented Programming, Problem Solving, Git",Software Developer,High Demand,76,72,91,77,52
19,Diploma,Biology,Advanced,Pharmacist,"Patient Counseling, Dosage Calculation, Pharmacology, Adaptability, Organic Chemistry, Quality Control",Pharmacist,Stable,89,74,76,48,58
24,7th Semester,Chemistry,None,Chef,"Creativity, Food Safety, Adaptability, Sensory Evaluation",Chef,Trending,72,81,77,95,78
19,2nd Semester,Biology,None,Chef,"Patient Counseling, Communication, Drug Interactions, Teamwork, Organic Chemistry",Pharmacist,Stable,79,70,79,60,73
20,5th Semester,Computer Science,Expert,Cloud Engineer,"Python, Linux, Communication, Adaptability, AWS",Cloud Engineer,High Demand,99,67,86,57,70
17,10th,Engineering,Intermediate,Mechanical Engineer,"Communication, Thermodynamics, SolidWorks, AutoCAD",Mechanical Engineer,Stable,87,63,81,77,72
24,Graduate,Animation,Beginner,Animator,"Motion Graphics, Texturing, 3D Modeling",Animator,Emerging,83,73,78,99,57
17,10th,Biology,Intermediate,Research Scientist,"Hypothesis Testing, Laboratory Techniques, Critical Analysis, Statistics, Scientific Research",Research Scientist,Stable,89,71,94,74,64
28,8th Semester,Design,Advanced,Product Designer,"Branding, Photoshop, Illustrator, Typography, Problem Solving, Color Theory",Graphic Designer,Trending,82,74,73,96,55
20,5th Semester,Engineering,Intermediate,Mobile App Developer,"Critical Thinking, Adaptability, REST APIs, Kotlin, Mobile Architecture, Flutter, UI/UX",Mobile App Developer,Trending,91,67,80,73,57
17,10th,Design,Advanced,Mobile App Developer,"Critical Thinking, React Native, REST APIs, Mobile Architecture, Creativity, UI/UX",Mobile App Developer,Trending,99,77,87,83,52
20,5th Semester,Psychology,None,Journalist,"Storytelling, News Writing, Fact Checking, Investigative Reporting, Media Ethics, Interviewing",Journalist,Stable,61,83,83,84,71
24,Graduate,Economics,Beginner,Financial Analyst,"Financial Statement Analysis, Ratio Analysis, Time Management, Excel, Python for Finance, Market Research, PowerBI",Financial Analyst,Trending,89,69,85,57,70
20,2nd Semester,Data Science,Expert,DevOps Engineer,"Python, Critical Thinking, PyTorch, Machine Learning",AI Engineer,High Demand,99,68,93,90,59
22,6th Semester,Physics,Beginner,Electrical Engineer,"MATLAB, Teamwork, Creativity, Embedded Systems, Microcontrollers",Electrical Engineer,High Demand,88,68,99,72,59
17,10th,Artificial Intelligence,Advanced,Robotics Engineer,"Sensors & Actuators, Python, ROS, Time Management, Creativity, Mechatronics, C++",Robotics Engineer,High Demand,97,66,97,87,69
28,Graduate,Engineering,Intermediate,Aerospace Engineer,"Aerodynamics, MATLAB, Flight Simulation, Avionics, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,92,70,90,74,74
20,8th Semester,Computer Science,Intermediate,DevOps Engineer,"Python, Critical Thinking, Communication, Jenkins, Linux Bash, Kubernetes",DevOps Engineer,High Demand,94,64,89,61,64
17,1st Semester,Engineering,Intermediate,Software Developer,"Object-Oriented Programming, Teamwork, Algorithms, Java",Software Developer,High Demand,85,71,88,74,70
